Category,Min Trust Score,Max Trust Score,Avg Trust Score
garden_pond?page=16,1.6,2.2,1.815
garden_pond?page=17,1.4,1.6,1.4714285714285713
home_garden_services?page=1,4.8,5.0,4.865
home_garden_services?page=2,4.5,4.8,4.655
home_garden_services?page=3,4.3,4.5,4.425
home_garden_services?page=4,3.7,5.0,4.415
home_garden_services?page=5,4.7,4.9,4.775
home_garden_services?page=6,4.6,4.7,4.67
home_garden_services?page=7,4.5,4.6,4.574999999999999
home_garden_services?page=8,4.4,4.5,4.430000000000001
home_garden_services?page=9,4.2,4.4,4.31
home_garden_services?page=10,4.1,4.2,4.145
home_garden_services?page=11,4.0,4.0,4.0
home_garden_services?page=12,3.9,4.0,3.945
home_garden_services?page=13,3.7,3.8,3.78
home_garden_services?page=14,3.7,3.7,3.7
home_garden_services?page=15,3.7,3.7,3.7
home_garden_services?page=16,3.4,3.7,3.5526315789473686
home_garden_services?page=17,3.0,3.4,3.17
home_garden_services?page=18,2.4,3.0,2.7
home_garden_services?page=19,1.3,2.3,1.87
home_garden_services?page=20,1.2,1.2,1.2
home_goods_stores?page=1,4.8,5.0,4.890000000000001
home_goods_stores?page=2,4.8,4.8,4.8
home_goods_stores?page=3,4.7,4.7,4.7
home_goods_stores?page=4,4.6,4.7,4.65
home_goods_stores?page=5,4.5,4.6,4.55
home_goods_stores?page=6,4.4,4.5,4.44
home_goods_stores?page=7,4.3,4.4,4.335
home_goods_stores?page=8,3.9,4.2,4.085
home_goods_stores?page=9,3.0,3.9,3.52
home_goods_stores?page=10,1.9,5.0,4.325
home_goods_stores?page=11,4.8,4.9,4.8149999999999995
home_goods_stores?page=12,4.7,4.8,4.735
home_goods_stores?page=13,4.6,4.7,4.63
home_goods_stores?page=14,4.6,4.6,4.6
home_goods_stores?page=15,4.5,4.6,4.505
home_goods_stores?page=16,4.4,4.5,4.46
home_goods_stores?page=17,4.4,4.4,4.4
home_goods_stores?page=18,4.3,4.4,4.355
home_goods_stores?page=19,4.3,4.3,4.3
home_goods_stores?page=20,4.2,4.3,4.28
home_goods_stores?page=21,4.2,4.2,4.2
home_goods_stores?page=22,4.1,4.2,4.17
home_goods_stores?page=23,4.1,4.1,4.1
home_goods_stores?page=24,4.0,4.1,4.074999999999999
home_goods_stores?page=25,4.0,4.0,4.0
home_goods_stores?page=26,4.0,4.0,4.0
home_goods_stores?page=27,4.0,4.0,4.0
home_goods_stores?page=28,3.9,4.0,3.91
home_goods_stores?page=29,3.8,3.9,3.83
home_goods_stores?page=30,3.8,3.8,3.8
home_goods_stores?page=31,3.8,3.8,3.8
home_goods_stores?page=32,3.7,3.8,3.77
home_goods_stores?page=33,3.7,3.7,3.7
home_goods_stores?page=34,3.7,3.7,3.7
home_goods_stores?page=35,3.7,3.7,3.7
home_goods_stores?page=36,3.7,3.7,3.7
home_goods_stores?page=37,3.7,3.7,3.7
home_goods_stores?page=38,3.7,3.7,3.7
home_goods_stores?page=39,3.5,3.6,3.59
home_goods_stores?page=40,3.5,3.5,3.5
home_goods_stores?page=41,3.4,3.4,3.4
home_goods_stores?page=42,3.2,3.3,3.275
home_goods_stores?page=43,3.2,3.2,3.2
home_goods_stores?page=44,3.0,3.2,3.095
home_goods_stores?page=45,2.8,3.0,2.905
home_goods_stores?page=46,2.4,2.8,2.61
home_goods_stores?page=47,2.1,2.4,2.23
home_goods_stores?page=48,1.6,2.0,1.855
home_goods_stores?page=49,1.1,1.6,1.3818181818181818
home_improvements?page=1,4.7,5.0,4.815
home_improvements?page=2,4.6,4.7,4.63
home_improvements?page=3,4.2,4.6,4.44
home_improvements?page=4,2.6,5.0,3.955
home_improvements?page=5,4.8,4.9,4.81
home_improvements?page=6,4.6,4.8,4.6850000000000005
home_improvements?page=7,4.5,4.6,4.545
home_improvements?page=8,4.3,4.5,4.41
home_improvements?page=9,4.2,4.3,4.275
home_improvements?page=10,4.1,4.2,4.175
home_improvements?page=11,4.0,4.1,4.04
home_improvements?page=12,3.9,4.0,3.99
home_improvements?page=13,3.8,3.9,3.8099999999999996
home_improvements?page=14,3.7,3.8,3.75
home_improvements?page=15,3.7,3.7,3.7
home_improvements?page=16,3.7,3.7,3.7
home_improvements?page=17,3.5,3.7,3.6473684210526316
home_improvements?page=18,3.2,3.4,3.2777777777777777
home_improvements?page=19,2.9,3.2,3.06
home_improvements?page=20,1.8,2.8,2.315
home_improvements?page=21,1.1,1.8,1.353846153846154
cleaning_service_providers?page=1,1.9,4.9,4.415
cleaning_service_providers?page=2,4.4,4.6,4.515
cleaning_service_providers?page=3,4.2,4.4,4.305
cleaning_service_providers?page=4,4.1,4.2,4.14
cleaning_service_providers?page=5,4.0,4.0,4.0
cleaning_service_providers?page=6,3.9,4.0,3.99
cleaning_service_providers?page=7,3.8,3.9,3.815
cleaning_service_providers?page=8,3.7,3.8,3.77
cleaning_service_providers?page=9,3.7,3.7,3.7
cleaning_service_providers?page=10,3.7,3.7,3.7
cleaning_service_providers?page=11,3.6,3.7,3.6900000000000004
cleaning_service_providers?page=12,3.5,3.6,3.55
cleaning_service_providers?page=13,3.1,3.4,3.2176470588235295
cleaning_service_providers?page=14,1.7,3.0,2.3555555555555556
craftsman?page=1,4.5,4.9,4.7299999999999995
craftsman?page=2,2.6,4.9,4.15
craftsman?page=3,4.7,4.9,4.8
craftsman?page=4,4.5,4.7,4.625
craftsman?page=5,4.4,4.5,4.47
craftsman?page=6,4.3,4.4,4.36
craftsman?page=7,4.2,4.3,4.255
craftsman?page=8,4.0,4.2,4.1049999999999995
craftsman?page=9,4.0,4.0,4.0
craftsman?page=10,3.9,4.0,3.995
craftsman?page=11,3.8,3.9,3.8449999999999998
craftsman?page=12,3.8,3.8,3.8
craftsman?page=13,3.8,3.8,3.8
craftsman?page=14,3.7,3.8,3.73
craftsman?page=15,3.7,3.7,3.7
craftsman?page=16,3.7,3.7,3.7
craftsman?page=17,3.7,3.7,3.7
craftsman?page=18,3.7,3.7,3.7
craftsman?page=19,3.7,3.7,3.7
craftsman?page=20,3.6,3.7,3.62
craftsman?page=21,3.4,3.6,3.4909090909090907
craftsman?page=22,3.2,3.4,3.3449999999999998
craftsman?page=23,2.7,3.2,3.04
craftsman?page=24,2.0,2.7,2.455
craftsman?page=25,1.2,2.0,1.5857142857142856
house_services?page=1,4.1,4.9,4.65
house_services?page=2,4.0,4.5,4.22
house_services?page=3,3.8,4.0,3.92
house_services?page=4,3.7,3.8,3.745
house_services?page=5,3.4,3.7,3.63125
house_services?page=6,1.1,3.4,2.533333333333333
house_sitting_security?page=1,3.3,4.9,4.515
house_sitting_security?page=2,4.4,4.9,4.575
house_sitting_security?page=3,4.0,4.4,4.21
house_sitting_security?page=4,3.7,4.0,3.885
house_sitting_security?page=5,3.7,3.7,3.7
house_sitting_security?page=6,3.5,3.7,3.63125
house_sitting_security?page=7,1.4,3.4,2.783333333333333
moving_storage?page=1,4.5,4.9,4.765
moving_storage?page=2,3.9,4.9,4.53
moving_storage?page=3,4.7,4.8,4.745
moving_storage?page=4,4.6,4.7,4.645
moving_storage?page=5,4.5,4.6,4.54
moving_storage?page=6,4.3,4.5,4.38
moving_storage?page=7,4.3,4.3,4.3
moving_storage?page=8,4.2,4.3,4.205
moving_storage?page=9,4.1,4.2,4.13
moving_storage?page=10,4.0,4.1,4.04
moving_storage?page=11,4.0,4.0,4.0
moving_storage?page=12,3.8,4.0,3.895
moving_storage?page=13,3.8,3.8,3.8
moving_storage?page=14,3.7,3.8,3.75
moving_storage?page=15,3.7,3.7,3.7
moving_storage?page=16,3.5,3.7,3.645
moving_storage?page=17,3.3,3.5,3.45
moving_storage?page=18,3.1,3.3,3.1950000000000003
moving_storage?page=19,2.8,3.1,2.9299999999999997
moving_storage?page=20,2.5,2.8,2.6350000000000002
moving_storage?page=21,2.3,2.4,2.34
moving_storage?page=22,1.7,2.2,1.985
moving_storage?page=23,1.3,1.7,1.5266666666666666
plumbing_sanitation?page=1,3.9,4.9,4.595
plumbing_sanitation?page=2,4.5,4.8,4.62
plumbing_sanitation?page=3,4.1,4.4,4.28
plumbing_sanitation?page=4,4.0,4.1,4.015
plumbing_sanitation?page=5,3.8,4.0,3.8499999999999996
plumbing_sanitation?page=6,3.8,3.8,3.8
plumbing_sanitation?page=7,3.7,3.7,3.7
plumbing_sanitation?page=8,3.3,3.7,3.545
plumbing_sanitation?page=9,2.3,3.2,2.995
plumbing_sanitation?page=10,1.1,2.2,1.7
repair_service_providers?page=1,2.6,4.9,4.365
repair_service_providers?page=2,3.6,4.1,3.87
repair_service_providers?page=3,1.7,3.5,2.6
customs_toll?page=1,3.9,5.0,4.5200000000000005
customs_toll?page=2,1.9,4.0,3.4263157894736844
government_department?page=1,4.1,4.9,4.48
government_department?page=2,3.7,4.1,3.87
government_department?page=3,3.1,3.7,3.511111111111111
government_department?page=4,2.1,3.1,2.6142857142857143
law_enforcement?page=1,1.7,4.8,4.415
law_enforcement?page=2,4.0,4.3,4.175
law_enforcement?page=3,3.8,4.0,3.86
law_enforcement?page=4,3.5,3.8,3.694736842105263
law_enforcement?page=5,2.1,3.3,2.9333333333333336
lawyers_attorneys?page=1,4.5,5.0,4.8
lawyers_attorneys?page=2,3.5,5.0,4.665
lawyers_attorneys?page=3,4.5,4.8,4.615
lawyers_attorneys?page=4,4.4,4.5,4.445
lawyers_attorneys?page=5,4.3,4.4,4.33
lawyers_attorneys?page=6,4.1,4.3,4.195
lawyers_attorneys?page=7,3.9,4.1,4.03
lawyers_attorneys?page=8,3.8,3.9,3.815
lawyers_attorneys?page=9,3.7,3.7,3.7
lawyers_attorneys?page=10,3.6,3.7,3.6950000000000003
lawyers_attorneys?page=11,3.2,3.6,3.408333333333333
lawyers_attorneys?page=12,2.1,3.2,2.825
lawyers_attorneys?page=13,1.6,2.0,1.8
legal_service_providers?page=1,4.8,4.9,4.88
legal_service_providers?page=2,4.7,4.8,4.755
legal_service_providers?page=3,4.5,4.7,4.625
legal_service_providers?page=4,4.0,4.5,4.285
legal_service_providers?page=5,2.9,5.0,3.81
legal_service_providers?page=6,4.9,4.9,4.9
legal_service_providers?page=7,4.7,4.9,4.8149999999999995
legal_service_providers?page=8,4.6,4.7,4.67
legal_service_providers?page=9,4.5,4.6,4.58
legal_service_providers?page=10,4.4,4.5,4.46
legal_service_providers?page=11,4.4,4.4,4.4
legal_service_providers?page=12,4.3,4.4,4.305
legal_service_providers?page=13,4.2,4.3,4.25
legal_service_providers?page=14,4.1,4.2,4.14
legal_service_providers?page=15,4.0,4.1,4.06
legal_service_providers?page=16,4.0,4.0,4.0
legal_service_providers?page=17,3.9,4.0,3.99
legal_service_providers?page=18,3.8,3.9,3.82
legal_service_providers?page=19,3.7,3.8,3.77
legal_service_providers?page=20,3.7,3.7,3.7
legal_service_providers?page=21,3.7,3.7,3.7
legal_service_providers?page=22,3.7,3.7,3.7
legal_service_providers?page=23,3.4,3.7,3.58
legal_service_providers?page=24,3.2,3.4,3.295
legal_service_providers?page=25,2.9,3.2,3.06
legal_service_providers?page=26,2.1,2.9,2.66
legal_service_providers?page=27,1.4,2.1,1.8800000000000001
legal_service_providers?page=28,1.4,1.4,1.4
libraries_archives?page=1,1.9,4.8,3.6222222222222222
municipal_department?page=1,3.8,4.9,4.275
municipal_department?page=2,1.4,3.8,3.17
registration_services?page=1,3.5,4.9,4.475
registration_services?page=2,4.6,4.9,4.76
registration_services?page=3,4.3,4.6,4.44
registration_services?page=4,3.8,4.3,4.095
registration_services?page=5,3.5,3.8,3.71
registration_services?page=6,1.4,3.5,2.7111111111111112
registration_services?page=7,1.1,1.4,1.2333333333333334
books_magazines?page=1,4.7,4.9,4.815
books_magazines?page=2,4.6,4.7,4.68
books_magazines?page=3,4.4,4.6,4.515
books_magazines?page=4,3.9,4.4,4.2
books_magazines?page=5,2.3,4.9,4.43
books_magazines?page=6,4.7,4.8,4.725
books_magazines?page=7,4.6,4.7,4.675
books_magazines?page=8,4.6,4.6,4.6
books_magazines?page=9,4.5,4.6,4.56
books_magazines?page=10,4.5,4.5,4.5
books_magazines?page=11,4.4,4.5,4.445
books_magazines?page=12,4.4,4.4,4.4
books_magazines?page=13,4.4,4.4,4.4
books_magazines?page=14,4.3,4.3,4.3
books_magazines?page=15,4.3,4.3,4.3
books_magazines?page=16,4.3,4.3,4.3
books_magazines?page=17,4.2,4.3,4.21
books_magazines?page=18,4.2,4.2,4.2
books_magazines?page=19,4.1,4.2,4.155
books_magazines?page=20,4.1,4.1,4.1
books_magazines?page=21,4.0,4.1,4.085
books_magazines?page=22,4.0,4.0,4.0
books_magazines?page=23,4.0,4.0,4.0
books_magazines?page=24,4.0,4.0,4.0
books_magazines?page=25,4.0,4.0,4.0
books_magazines?page=26,3.9,4.0,3.965
books_magazines?page=27,3.8,3.9,3.875
books_magazines?page=28,3.8,3.8,3.8
books_magazines?page=29,3.8,3.8,3.8
books_magazines?page=30,3.8,3.8,3.8
books_magazines?page=31,3.7,3.8,3.75
books_magazines?page=32,3.7,3.7,3.7
books_magazines?page=33,3.7,3.7,3.7
books_magazines?page=34,3.7,3.7,3.7
books_magazines?page=35,3.7,3.7,3.7
books_magazines?page=36,3.7,3.7,3.7
books_magazines?page=37,3.6,3.7,3.6750000000000003
books_magazines?page=38,3.6,3.6,3.6
books_magazines?page=39,3.5,3.6,3.5375
books_magazines?page=40,3.3,3.4,3.388888888888889
books_magazines?page=41,3.2,3.3,3.255
books_magazines?page=42,3.1,3.2,3.14
books_magazines?page=43,2.9,3.1,2.9699999999999998
books_magazines?page=44,2.6,2.9,2.76
books_magazines?page=45,2.3,2.6,2.44
books_magazines?page=46,1.6,2.3,1.93
books_magazines?page=47,1.2,1.6,1.3666666666666667
media_information?page=1,4.7,5.0,4.845
media_information?page=2,4.6,4.7,4.645
media_information?page=3,4.2,4.6,4.42
media_information?page=4,3.8,4.2,4.015
media_information?page=5,1.4,5.0,3.575
media_information?page=6,4.9,4.9,4.9
media_information?page=7,4.8,4.9,4.82
media_information?page=8,4.8,4.8,4.8
media_information?page=9,4.7,4.8,4.745
media_information?page=10,4.7,4.7,4.7
media_information?page=11,4.7,4.7,4.7
media_information?page=12,4.6,4.7,4.62
media_information?page=13,4.6,4.6,4.6
media_information?page=14,4.6,4.6,4.6
media_information?page=15,4.5,4.6,4.53
media_information?page=16,4.5,4.5,4.5
media_information?page=17,4.5,4.5,4.5
media_information?page=18,4.4,4.5,4.44
media_information?page=19,4.4,4.4,4.4
media_information?page=20,4.4,4.4,4.4
media_information?page=21,4.4,4.4,4.4
media_information?page=22,4.3,4.4,4.34
media_information?page=23,4.3,4.3,4.3
media_information?page=24,4.3,4.3,4.3
media_information?page=25,4.3,4.3,4.3
media_information?page=26,4.3,4.3,4.3
media_information?page=27,4.3,4.3,4.3
media_information?page=28,4.2,4.3,4.265
media_information?page=29,4.2,4.2,4.2
media_information?page=30,4.2,4.2,4.2
media_information?page=31,4.2,4.2,4.2
media_information?page=32,4.1,4.2,4.18
media_information?page=33,4.1,4.1,4.1
media_information?page=34,4.1,4.1,4.1
media_information?page=35,4.1,4.1,4.1
media_information?page=36,4.1,4.1,4.1
media_information?page=37,4.0,4.1,4.025
media_information?page=38,4.0,4.0,4.0
media_information?page=39,4.0,4.0,4.0
media_information?page=40,4.0,4.0,4.0
media_information?page=41,4.0,4.0,4.0
media_information?page=42,4.0,4.0,4.0
media_information?page=43,4.0,4.0,4.0
media_information?page=44,4.0,4.0,4.0
media_information?page=45,4.0,4.0,4.0
media_information?page=46,4.0,4.0,4.0
media_information?page=47,3.9,4.0,3.92
media_information?page=48,3.9,3.9,3.9
media_information?page=49,3.8,3.9,3.835
media_information?page=50,3.8,3.8,3.8
media_information?page=51,3.8,3.8,3.8
media_information?page=52,3.8,3.8,3.8
media_information?page=53,3.8,3.8,3.8
media_information?page=54,3.8,3.8,3.8
media_information?page=55,3.8,3.8,3.8
media_information?page=56,3.8,3.8,3.8
media_information?page=57,3.8,3.8,3.8
media_information?page=58,3.8,3.8,3.8
media_information?page=59,3.7,3.8,3.765
media_information?page=60,3.7,3.7,3.7
media_information?page=61,3.7,3.7,3.7
media_information?page=62,3.7,3.7,3.7
media_information?page=63,3.7,3.7,3.7
media_information?page=64,3.7,3.7,3.7
media_information?page=65,3.7,3.7,3.7
media_information?page=66,3.7,3.7,3.7
media_information?page=67,3.7,3.7,3.7
media_information?page=68,3.7,3.7,3.7
media_information?page=69,3.7,3.7,3.7
media_information?page=70,3.7,3.7,3.7
media_information?page=71,3.7,3.7,3.7
media_information?page=72,3.7,3.7,3.7
media_information?page=73,3.7,3.7,3.7
media_information?page=74,3.6,3.7,3.665
media_information?page=75,3.6,3.6,3.6
media_information?page=76,3.5,3.6,3.59
media_information?page=77,3.5,3.5,3.5
photography?page=1,4.7,4.9,4.795
photography?page=2,4.2,4.7,4.445
photography?page=3,2.9,5.0,4.505
photography?page=4,4.5,4.7,4.6
photography?page=5,4.3,4.5,4.415
photography?page=6,4.2,4.3,4.23
photography?page=7,4.0,4.2,4.06
photography?page=8,3.9,4.0,3.985
photography?page=9,3.8,3.8,3.8
photography?page=10,3.7,3.8,3.705
photography?page=11,3.7,3.7,3.7
photography?page=12,3.2,3.7,3.507142857142857
photography?page=13,1.3,3.2,2.55
video_sound?page=1,4.6,4.9,4.785
video_sound?page=2,4.0,4.6,4.36
video_sound?page=3,3.3,5.0,4.475
video_sound?page=4,4.7,4.8,4.75
video_sound?page=5,4.6,4.7,4.66
video_sound?page=6,4.5,4.6,4.58
video_sound?page=7,4.5,4.5,4.5
video_sound?page=8,4.4,4.4,4.4
video_sound?page=9,4.3,4.4,4.385000000000001
video_sound?page=10,4.3,4.3,4.3
video_sound?page=11,4.3,4.3,4.3
video_sound?page=12,4.2,4.3,4.22
video_sound?page=13,4.1,4.2,4.155
video_sound?page=14,4.1,4.1,4.1
video_sound?page=15,4.0,4.1,4.025
video_sound?page=16,4.0,4.0,4.0
video_sound?page=17,4.0,4.0,4.0
video_sound?page=18,4.0,4.0,4.0
video_sound?page=19,3.8,4.0,3.875
video_sound?page=20,3.8,3.8,3.8
video_sound?page=21,3.8,3.8,3.8
video_sound?page=22,3.7,3.8,3.77
video_sound?page=23,3.7,3.7,3.7
video_sound?page=24,3.7,3.7,3.7
video_sound?page=25,3.7,3.7,3.7
video_sound?page=26,3.7,3.7,3.7
video_sound?page=27,3.7,3.7,3.7
video_sound?page=28,3.6,3.7,3.665
video_sound?page=29,3.5,3.6,3.54375
video_sound?page=30,3.3,3.4,3.3588235294117648
video_sound?page=31,3.1,3.3,3.21
video_sound?page=32,2.9,3.1,3.055
video_sound?page=33,2.3,2.9,2.6
video_sound?page=34,1.6,2.2,1.925
video_sound?page=35,1.2,1.6,1.3888888888888888
accounting_tax?page=1,4.8,5.0,4.86
accounting_tax?page=2,4.3,4.7,4.555
accounting_tax?page=3,3.4,5.0,4.495
accounting_tax?page=4,4.8,4.9,4.81
accounting_tax?page=5,4.6,4.8,4.68
accounting_tax?page=6,4.4,4.6,4.545
accounting_tax?page=7,4.3,4.4,4.365
accounting_tax?page=8,4.3,4.3,4.3
accounting_tax?page=9,4.1,4.2,4.14
accounting_tax?page=10,4.0,4.1,4.02
accounting_tax?page=11,3.9,4.0,3.98
accounting_tax?page=12,3.8,3.9,3.8099999999999996
accounting_tax?page=13,3.8,3.8,3.8
accounting_tax?page=14,3.7,3.8,3.705
accounting_tax?page=15,3.7,3.7,3.7
accounting_tax?page=16,3.7,3.7,3.7
accounting_tax?page=17,3.6,3.7,3.68
accounting_tax?page=18,3.2,3.6,3.3823529411764706
accounting_tax?page=19,2.8,3.2,3.055
accounting_tax?page=20,1.4,2.8,2.1149999999999998
accounting_tax?page=21,1.2,1.2,1.2
banking_money?page=1,4.8,5.0,4.9
banking_money?page=2,4.8,4.8,4.8
banking_money?page=3,4.7,4.7,4.7
banking_money?page=4,4.6,4.7,4.625
banking_money?page=5,4.5,4.6,4.53
banking_money?page=6,4.3,4.5,4.405
banking_money?page=7,4.2,4.3,4.25
banking_money?page=8,3.7,4.1,3.96
banking_money?page=9,2.0,5.0,4.04
banking_money?page=10,4.8,4.9,4.8149999999999995
banking_money?page=11,4.8,4.8,4.8
banking_money?page=12,4.7,4.8,4.72
banking_money?page=13,4.7,4.7,4.7
banking_money?page=14,4.6,4.7,4.625
banking_money?page=15,4.6,4.6,4.6
banking_money?page=16,4.5,4.6,4.545
banking_money?page=17,4.5,4.5,4.5
banking_money?page=18,4.5,4.5,4.5
banking_money?page=19,4.4,4.5,4.44
banking_money?page=20,4.4,4.4,4.4
banking_money?page=21,4.3,4.4,4.34
banking_money?page=22,4.3,4.3,4.3
banking_money?page=23,4.3,4.3,4.3
banking_money?page=24,4.2,4.3,4.295
banking_money?page=25,4.2,4.2,4.2
banking_money?page=26,4.2,4.2,4.2
banking_money?page=27,4.1,4.2,4.17
banking_money?page=28,4.1,4.1,4.1
banking_money?page=29,4.0,4.1,4.095
banking_money?page=30,4.0,4.0,4.0
banking_money?page=31,4.0,4.0,4.0
banking_money?page=32,4.0,4.0,4.0
banking_money?page=33,4.0,4.0,4.0
banking_money?page=34,4.0,4.0,4.0
banking_money?page=35,3.9,4.0,3.91
banking_money?page=36,3.8,3.9,3.895
banking_money?page=37,3.8,3.8,3.8
banking_money?page=38,3.8,3.8,3.8
banking_money?page=39,3.8,3.8,3.8
banking_money?page=40,3.8,3.8,3.8
banking_money?page=41,3.7,3.8,3.72
banking_money?page=42,3.7,3.7,3.7
banking_money?page=43,3.7,3.7,3.7
banking_money?page=44,3.7,3.7,3.7
banking_money?page=45,3.7,3.7,3.7
banking_money?page=46,3.7,3.7,3.7
banking_money?page=47,3.7,3.7,3.7
banking_money?page=48,3.6,3.7,3.6900000000000004
banking_money?page=49,3.6,3.6,3.6
banking_money?page=50,3.5,3.6,3.55
banking_money?page=51,3.5,3.5,3.5
banking_money?page=52,3.4,3.4,3.4
banking_money?page=53,3.3,3.4,3.36
banking_money?page=54,3.2,3.3,3.255
banking_money?page=55,3.2,3.2,3.2
banking_money?page=56,3.2,3.2,3.2
banking_money?page=57,3.1,3.2,3.13
banking_money?page=58,3.0,3.1,3.015
banking_money?page=59,2.9,3.0,2.9299999999999997
banking_money?page=60,2.8,2.9,2.86
banking_money?page=61,2.7,2.8,2.765
banking_money?page=62,2.5,2.7,2.59
banking_money?page=63,2.3,2.5,2.415
banking_money?page=64,2.2,2.3,2.245
banking_money?page=65,1.9,2.2,2.02
banking_money?page=66,1.7,1.9,1.8
banking_money?page=67,1.4,1.7,1.535
banking_money?page=68,1.2,1.3,1.275
credit_debt_services?page=1,4.8,5.0,4.91
credit_debt_services?page=2,4.6,4.8,4.75
credit_debt_services?page=3,4.0,4.6,4.35
credit_debt_services?page=4,3.3,5.0,4.565
credit_debt_services?page=5,4.8,4.9,4.82
credit_debt_services?page=6,4.7,4.8,4.725
credit_debt_services?page=7,4.5,4.7,4.6049999999999995
credit_debt_services?page=8,4.4,4.5,4.455
credit_debt_services?page=9,4.3,4.4,4.325
credit_debt_services?page=10,4.2,4.3,4.26
credit_debt_services?page=11,4.0,4.2,4.1
credit_debt_services?page=12,4.0,4.0,4.0
credit_debt_services?page=13,3.9,4.0,3.9699999999999998
credit_debt_services?page=14,3.8,3.9,3.8049999999999997
credit_debt_services?page=15,3.7,3.8,3.72
credit_debt_services?page=16,3.6,3.7,3.685
credit_debt_services?page=17,3.5,3.6,3.5384615384615383
credit_debt_services?page=18,3.2,3.4,3.257142857142857
credit_debt_services?page=19,2.6,3.2,2.915
credit_debt_services?page=20,1.5,2.6,2.02
credit_debt_services?page=21,1.2,1.5,1.35
insurance?page=1,4.9,5.0,4.930000000000001
insurance?page=2,4.9,4.9,4.9
insurance?page=3,4.8,4.9,4.8149999999999995
insurance?page=4,4.7,4.8,4.73
insurance?page=5,4.7,4.7,4.7
insurance?page=6,4.6,4.7,4.6049999999999995
insurance?page=7,4.4,4.6,4.48
insurance?page=8,4.2,4.4,4.305
insurance?page=9,4.0,4.2,4.125
insurance?page=10,3.1,5.0,4.085
insurance?page=11,4.9,4.9,4.9
insurance?page=12,4.8,4.9,4.82
insurance?page=13,4.7,4.8,4.755
insurance?page=14,4.6,4.7,4.68
insurance?page=15,4.6,4.6,4.6
insurance?page=16,4.5,4.5,4.5
insurance?page=17,4.4,4.5,4.425000000000001
insurance?page=18,4.3,4.4,4.345
insurance?page=19,4.2,4.3,4.245
insurance?page=20,4.1,4.2,4.155
insurance?page=21,4.0,4.1,4.02
insurance?page=22,4.0,4.0,4.0
insurance?page=23,3.8,4.0,3.895
insurance?page=24,3.8,3.8,3.8
insurance?page=25,3.7,3.8,3.755
insurance?page=26,3.7,3.7,3.7
insurance?page=27,3.7,3.7,3.7
insurance?page=28,3.7,3.7,3.7
insurance?page=29,3.6,3.7,3.685
insurance?page=30,3.5,3.6,3.56875
insurance?page=31,3.3,3.4,3.3499999999999996
insurance?page=32,3.0,3.2,3.1550000000000002
insurance?page=33,2.7,3.0,2.845
insurance?page=34,2.3,2.7,2.52
insurance?page=35,1.7,2.3,2.015
insurance?page=36,1.1,1.7,1.34
investments_wealth?page=1,4.9,5.0,4.95
investments_wealth?page=2,4.9,4.9,4.9
investments_wealth?page=3,4.9,4.9,4.9
investments_wealth?page=4,4.9,4.9,4.9
investments_wealth?page=5,4.8,4.9,4.82
investments_wealth?page=6,4.8,4.8,4.8
investments_wealth?page=7,4.8,4.8,4.8
investments_wealth?page=8,4.8,4.8,4.8
investments_wealth?page=9,4.7,4.8,4.735
investments_wealth?page=10,4.7,4.7,4.7
investments_wealth?page=11,4.7,4.7,4.7
investments_wealth?page=12,4.7,4.7,4.7
investments_wealth?page=13,4.6,4.7,4.609999999999999
investments_wealth?page=14,4.6,4.6,4.6
investments_wealth?page=15,4.6,4.6,4.6
investments_wealth?page=16,4.5,4.6,4.5649999999999995
investments_wealth?page=17,4.5,4.5,4.5
investments_wealth?page=18,4.4,4.5,4.405
investments_wealth?page=19,4.3,4.4,4.36
investments_wealth?page=20,4.3,4.3,4.3
investments_wealth?page=21,4.1,4.3,4.2
investments_wealth?page=22,3.9,4.1,4.035
investments_wealth?page=23,3.7,3.9,3.795
investments_wealth?page=24,2.7,3.6,3.16
investments_wealth?page=25,1.8,5.0,4.505
investments_wealth?page=26,4.9,4.9,4.9
investments_wealth?page=27,4.9,4.9,4.9
investments_wealth?page=28,4.9,4.9,4.9
investments_wealth?page=29,4.9,4.9,4.9
investments_wealth?page=30,4.8,4.9,4.845
investments_wealth?page=31,4.8,4.8,4.8
investments_wealth?page=32,4.8,4.8,4.8
investments_wealth?page=33,4.8,4.8,4.8
investments_wealth?page=34,4.8,4.8,4.8
investments_wealth?page=35,4.8,4.8,4.8
investments_wealth?page=36,4.8,4.8,4.8
investments_wealth?page=37,4.7,4.8,4.725
investments_wealth?page=38,4.7,4.7,4.7
investments_wealth?page=39,4.7,4.7,4.7
investments_wealth?page=40,4.7,4.7,4.7
investments_wealth?page=41,4.7,4.7,4.7
investments_wealth?page=42,4.7,4.7,4.7
investments_wealth?page=43,4.7,4.7,4.7
investments_wealth?page=44,4.7,4.7,4.7
investments_wealth?page=45,4.6,4.7,4.63
investments_wealth?page=46,4.6,4.6,4.6
investments_wealth?page=47,4.6,4.6,4.6
investments_wealth?page=48,4.6,4.6,4.6
investments_wealth?page=49,4.6,4.6,4.6
investments_wealth?page=50,4.6,4.6,4.6
investments_wealth?page=51,4.6,4.6,4.6
investments_wealth?page=52,4.6,4.6,4.6
investments_wealth?page=53,4.5,4.6,4.56
investments_wealth?page=54,4.5,4.5,4.5
investments_wealth?page=55,4.5,4.5,4.5
investments_wealth?page=56,4.5,4.5,4.5
investments_wealth?page=57,4.5,4.5,4.5
